link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/kopingovyj-kamen-fabistone-granitus-direita-sable.html,Копинговый камень Fabistone Granitus Direita (Sable),1768,17566,"Копинговый камень (плитка) премиального класса португальского производителя Fabistone. Обладает физическими и химическими свойствами природного камня. Регулярные испытания, проводимые независимыми лабораториями, гарантируют, что продукция Fabistone соответствует самым строгим стандартам контроля качества. Воздействие естественного старения на протяжении многих лет обеспечивает несравненный, красочный, и при этом, натуральный вид материала. Нескользящая отделка Fabistone Granitus имеет оригинальную, уникальную и изысканную фактуру. Идеальное решение для обкладки участков у плавательных уличных бассейнов. Копинговый камень Granitus Direita позволит реализовать полную гармонию между бассейном и окружающим пространством. Благодаря мягкому прикосновению и отличному рельефу, копинг Granitus Direita Sable вызывает ощущение великолепного ландшафта природного песчаного пляжа. Продукт не имеет срока износа.
Товар отгружается поштучно. Цена указана за 1 ед.
Размеры: 500х330 ммТолщина: 30-55 ммВес: 14.5 кгЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Материал: композит<5%', 'Водопоглощение: <5%', 'Испытание на прочность: 25 МПа', 'Сопротивление истиранию: <26 мм', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['500х330 мм'], 'Производитель': ['Fabistone'], 'Страна производства': ['Португалия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/9f6d0f994889aa649630bb610edd2956/f/a/fabistone_direita_1_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/9f6d0f994889aa649630bb610edd2956/f/a/fabistone_direita_plan_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/b8cbffc0775d40dd4009d5ef6c5ddd67/f/a/fabi_gr_sable_l3_1_1_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/b9af2b6aac3d4f4bb0132b17a4e73b27/f/a/fabi_gr_sable_l1_1_1_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/b9af2b6aac3d4f4bb0132b17a4e73b27/f/a/fabi_gr_sable_l2_1_1_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/b/o/bordaduras_granitus_all_1_1_1_1.jpg']"
https://aquapolis.ru/terrasnyj-kamen-carobbio-oasi-50x50x2-5-sm-pesochnyj.html,"Террасный камень Carobbio Oasi 50x50x2.5 см, песочный",1296,26628,"Террасный камень Carobbio Oasi - это идеальный вариант для облицовки территории вокруг бассейна. Уникальная изысканная фактура плитки помогают создать гармонию между бассейном и окружающим пространством.
Террасный камень обладает физическими и химическими свойствами природного камня: не нагревается на солнце, не выгорает и не меняет цвет с годами.
Благодаря пескоструйной обработке, поверхность плитки имеет гладкую и одновременно нескользкую текстуру, обеспечивающую безопасный отдых для всей семьи.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.
Цвет: песочный","{'Тип облицовки': ['Плитка для террасы'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Поверхность: микроперфорированная', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['50x50x2.5 см'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}",['https://aquapolis.ru/media/catalog/product/cache/fd4b4225e8322db7cf7d0c0bfbf85af0/t/e/terrasnyj-kamen-carobbio-oasi-50x50x2-5-sm-pesochnyj.jpg']
https://aquapolis.ru/prjamoj-kopingovyj-kamen-carobbio-rustic-s-mikroperforirovannoj-poverhnostju-500x305-mm-belyj.html,"Прямой копинговый камень Carobbio Rustic с микроперфорированной поверхностью, 500x305 мм (белый)",2348,24347,"Carobbio Rustic - это идеальный вариант для облицовки территории вокруг бассейна. Изысканная фактура копингового камня создает гармонию между бассейном и террасой. Поверхность камня имеет матовую нескользящую текстуру, обеспечивающую безопасность всей семьи.
Итальянский Копинг Carobbio Rustic обладает физическими и химическими свойствами природного камня: не нагревается на солнце, не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 500x320х30 ммПосадочное место: 305 ммВес: 15.5 кг/штЦвет: белый","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Поверхность: микроперфорированная', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['500х320 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/c/a/carobbio-rustic-50x30-5-sm_white.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost_2_1_1_1.jpg']"
https://aquapolis.ru/kopingovyj-kamen-carobbio-standard-30x31-5-sm-gladkij.html,"Копинговый камень Carobbio Standard 30x31.5 см песочный, гладкий",1288,24413,"Гладкий копинговый камень песочного цвета Carobbio Standard 30x31.5 см. Обладает физическими и химическими свойствами природного камня.
Материал камня имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 300x335х30 ммПосадочное место: 315 ммВес: 9.5 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['300х335 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-standard-30x31-5-sm-gladkij.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-standard-30x31-5-sm-gladkij_1.jpeg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-carobbio-standard-30x31-5-sm-gladkij_2_p1.jpg']"
https://aquapolis.ru/vneshnij-prjamoj-uglovoj-kopingovyj-kamen-carobbio-standard-gladkij-370x370-mm-pesochnyj.html,"Внешний прямой угловой копинговый камень Carobbio Standard гладкий, 370x370 мм (песочный)",1959,24415,"Внешний прямой угловой копинговый камень Standard итальянского бренда Carobbio обладает физическими и химическими свойствами природного камня. Имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Не выгорает на солнце и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Вес: 15 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['370x370 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/k/o/kopingovyj_kamen_ugol_vnutrennij_carobbio_standard_gladkij.jpg', 'https://aquapolis.ru/media/catalog/product/cache/88145d3e9c50e331c5427ae7eb0a7772/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-standard-gladkij_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-standard-gladkij_3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-standard-gladkij_2.jpg']"
https://aquapolis.ru/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost.html,"Прямой копинговый камень Carobbio Rustic с микроперфорированной поверхностью, 500x305 мм (песочный)",2767,24350,"Копинговый камень Rustic 50x30,5 см итальянского бренда Carobbio обладает физическими и химическими свойствами природного камня.
Данный материал имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. . 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 500x320х35 ммПосадочное место: 305 ммВес: 15.5 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Поверхность: микроперфорированная', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['500х320 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost_2_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-rustic-50x30-5-sm-mikroperforirovannaja-poverhnost_3.jpg']"
https://aquapolis.ru/prjamoj-uglovoj-kopingovyj-kamen-carobbio-rustic-s-mikroperforirovannoj-poverhnostju-320x320-mm-pesochnyj.html,"Прямой угловой копинговый камень Carobbio Rustic с микроперфорированной поверхностью, 320x320 мм (песочный)",3133,24351,"Прямой угловой копинговый камень Rustic итальянского бренда Carobbio обладает физическими и химическими свойствами природного камня. Имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Не выгорает на солнце и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ..
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Цвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Поверхность: микроперфорированная', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['320x320 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/v/n/vneshnij_uglovoj_kopingovyj_kamen_carobbio_rustic_pesochnyj.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-ugol-vneshnij-carobbio-rustic-mikroperforirovannaja-poverhnost_2.jpeg']"
https://aquapolis.ru/kopingovyj-kamen-carobbio-expo-60x31-5-sm.html,Копинговый камень Carobbio Expo 60x31.5 см,2424,24495,"Копинговый камень Expo 60x31.5 см итальянского бренда Carobbio - это идеальное решение для обкладки участков у плавательных уличных бассейнов. Камень обладает физическими и химическими свойствами природного камня.
Данный материал имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. . 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 600x335х30 ммПосадочное место: 315 ммВес: 19 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['600х335 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/7046f692fcb4f6a4b7fa9da1ca1a2f71/k/o/kopingovyj_kamen_carobbio_expo_60x31-5_sm.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-expo-60x31-5-sm_4.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-expo-60x31-5-sm_2.jpg']"
https://aquapolis.ru/prjamoj-uglovoj-kopingovyj-kamen-carobbio-expo-390x390-mm-pesochnyj.html,"Прямой угловой копинговый камень Carobbio Expo, 390x390 мм (песочный)",1997,24497,"Копинговый камень Expo 390x390 мм итальянского бренда Carobbio - это идеальное решение для обкладки участков у плавательных уличных бассейнов. Камень обладает физическими и химическими свойствами природного камня.
Данный материал имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Вес: 11.5 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['390x390 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/v/n/vneshnij_uglovoj_kopingovyj_kamen_carobbio_expo_pesochnyj.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-ugol-vneshnij-carobbio-expo_2.jpeg']"
https://aquapolis.ru/vneshnij-prjamoj-uglovoj-kopingovyj-kamen-carobbio-expo-370x370-mm-pesochnyj.html,"Внешний прямой угловой копинговый камень Carobbio Expo, 370x370 мм (песочный)",1997,24498,"Копинговый камень Expo 370x370 мм итальянского бренда Carobbio - это идеальное решение для обкладки участков у плавательных уличных бассейнов. Камень обладает физическими и химическими свойствами природного камня.
Данный материал имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Вес: 15 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['370х370 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/v/n/vneshnij_uglovoj_kopingovyj_kamen_carobbio_expo_pesochnyj_1_.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-expo_3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-expo_2.jpg']"
https://aquapolis.ru/kopingovyj-kamen-carobbio-standard-60x31-5-sm-gladkij.html,"Копинговый камень Carobbio Standard 60x31.5 см песочный, гладкий",1814,24412,"Гладкий копинговый камень песочного цвета Carobbio Standard 60x31.5 см. Обладает физическими и химическими свойствами природного камня.
Материал камня имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 600x335х30 ммПосадочное место: 315 ммВес: 19 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['600х335 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-standard-60x31-5-sm-gladkij.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-carobbio-standard-60x31-5-sm-gladkij_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-standard-60x31-5-sm-gladkij_1.jpeg']"
https://aquapolis.ru/prjamoj-uglovoj-kopingovyj-kamen-carobbio-standard-gladkij-390x390-mm-pesochnyj.html,"Прямой угловой копинговый камень Carobbio Standard гладкий, 390x390 мм (песочный)",1959,24414,"Прямой угловой копинговый камень Standard итальянского бренда Carobbio обладает физическими и химическими свойствами природного камня. Имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Не выгорает на солнце и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 390x390 ммВес: 11.5 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['390х390 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/88145d3e9c50e331c5427ae7eb0a7772/k/o/kopingovyj-kamen-ugol-vneshnij-carobbio-standard-gladkij.jpg', 'https://aquapolis.ru/media/catalog/product/cache/88145d3e9c50e331c5427ae7eb0a7772/k/o/kopingovyj-kamen-ugol-vneshnij-carobbio-standard-gladkij_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-ugol-vneshnij-carobbio-standard-gladkij_2.jpeg']"
https://aquapolis.ru/vneshnij-prjamoj-uglovoj-kopingovyj-kamen-carobbio-rustic-s-mikroperforirovannoj-poverhnostju-335x335-mm-pesochnyj.html,"Внешний прямой угловой копинговый камень Carobbio Rustic с микроперфорированной поверхностью, 335x335 мм (песочный)",3544,24352,"Внешний прямой угловой копинговый камень Rustic итальянского бренда Carobbio обладает физическими и химическими свойствами природного камня. Имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Не выгорает на солнце и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ.. 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Цвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Угол'], 'Дополнительно': ['Поверхность: микроперфорированная', 'Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['335x335 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/v/n/vnutrennij_uglovoj_kopingovyj_kamen_carobbio_rustic_pesochnyj.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/k/o/kopingovyj-kamen-ugol-vnutrennij-carobbio-rustic-mikroperforirovannaja-poverhnost_1.jpg']"
https://aquapolis.ru/kopingovyj-kamen-carobbio-expo-30x31-5-sm.html,"Копинговый камень Carobbio Expo 30x31.5 см, песочный",1631,24496,"Копинговый камень Expo 30x31.5 см итальянского бренда Carobbio - это идеальное решение для обкладки участков у плавательных уличных бассейнов. Камень обладает физическими и химическими свойствами природного камня.
Данный материал имеет оригинальную, уникальную и изысканную фактуру, благодаря чему станет идеальным решением для обкладки участков у плавательных уличных бассейнов. Пескоструйная обработка и гладкая поверхность позволят реализовать полную гармонию между бассейном и окружающим пространством. 
Копинговый камень не нагревается на солнце. В жаркие дни на бортик можно облокотиться или сесть. Поверхность камня имеет нескользящую текстуру, обеспечивающую безопасность всей семьи. Он не выгорает и не меняет цвет с годами.
ЦЕНА УКАЗАНА ЗА 1 ЕДИНИЦУ. . 
Стоимость доставки не входит в цену товара и оплачивается отдельно.
Размеры: 300x335х30 ммПосадочное место: 315 ммВес: 9.5 кг/штЦвет: песочный","{'Тип облицовки': ['Бортовой копинг'], 'Тип элемента': ['Решетка'], 'Дополнительно': ['Сопротивление выветриванию: высокое', 'Предотвращение скольжению: антискользящий', 'Защита от перепадов температур: высокая', 'Защита от УФ: высокая', 'Внешний вид: естественный песочный пляж'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты'], 'Размер': ['300х335 мм'], 'Производитель': ['Carobbio'], 'Страна производства': ['Италия'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/k/o/kopingovyj_kamen_carobbio_expo_30x31-5_sm_pesochnyj.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-expo-30x31-5-sm_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/cf0f911389573c1493265c8a9966661a/k/o/kopingovyj-kamen-carobbio-expo-30x31-5-sm_3.jpg']"
